iata,icao,name,city,state,country,latitude,longitude,elevation_ft,timezone
OLA,ENOL,Orland Airport,Orland,Sor-Trondelag,NO,63.698898,9.604000,28,Europe/Oslo
OLB,LIEO,Olbia / Costa Smeralda Airport,Olbia,Sardinia,IT,40.898701,9.517630,37,Europe/Rome
OLF,KOLF,L M Clayton Airport,Wolf Point,Montana,US,48.094501,-105.574997,1986,America/Denver
OLP,YOLD,Olympic Dam Airport,Olympic Dam,South-Australia,AU,-30.485001,136.876999,343,Australia/Adelaide
OLZ,UEMO,Olyokminsk Airport,Olyokminsk,Chukot,RU,60.397499,120.471001,656,Asia/Yakutsk
OMA,KOMA,Eppley Airfield,Omaha,Nebraska,US,41.303200,-95.894096,984,America/Chicago
OMD,FYOG,Oranjemund Airport,Oranjemund,Karas,NA,-28.584700,16.446699,14,Africa/Johannesburg
OME,PAOM,Nome Airport,Nome,Alaska,US,64.512199,-165.445007,37,America/Nome
OMH,OITR,Urmia Airport,Urmia,Az̄arbayjan-e-Gharbi,IR,37.668098,45.068699,4343,Asia/Tehran
OMO,LQMO,Mostar International Airport,Mostar,Federation-of-B&H,BA,43.282902,17.845900,156,Europe/Sarajevo
OMR,LROD,Oradea International Airport,Oradea,Bihor,RO,47.025299,21.902500,465,Europe/Bucharest
OMS,UNOO,Omsk Central Airport,Omsk,Omsk,RU,54.966999,73.310501,311,Asia/Omsk
OND,FYOA,Ondangwa Airport,Ondangwa,,NA,-17.878201,15.952600,3599,Africa/Windhoek
ONG,YMTI,Mornington Island Airport,,Queensland,AU,-16.662500,139.177994,33,Australia/Brisbane
ONJ,RJSR,Odate Noshiro Airport,Odate,Akita,JP,40.191898,140.371002,292,Asia/Tokyo
ONK,UERO,Olenyok Airport,Olenyok,Chukot,RU,68.514999,112.480003,847,Asia/Yakutsk
ONQ,LTAS,Zonguldak Airport,Zonguldak,Zonguldak,TR,41.506401,32.088600,39,Europe/Istanbul
ONS,YOLW,Onslow Airport,,Western-Australia,AU,-21.668301,115.112999,7,Australia/Perth
ONT,KONT,Ontario International Airport,Ontario,California,US,34.056000,-117.600998,944,America/Los_Angeles
OOK,PAOO,Toksook Bay Airport,Toksook Bay,Alaska,US,60.541401,-165.087006,59,America/Nome
OOL,YBCG,Gold Coast Airport,Gold Coast,Queensland,AU,-28.164400,153.505005,21,Australia/Brisbane
OPF,KOPF,Opa-locka Executive Airport,Miami,Florida,US,25.907000,-80.278397,8,America/New_York
OPO,LPPR,Francisco de Sa Carneiro Airport,Porto,Porto,PT,41.248100,-8.681390,228,Europe/Lisbon
OPS,SWSI,Presidente Joao Batista Figueiredo Airport,Sinop,Mato-Grosso,BR,-11.885000,-55.586109,1227,America/Cuiaba
ORB,ESOE,Orebro Airport,Orebro,Oerebro,SE,59.223701,15.038000,188,Europe/Stockholm
ORD,KORD,Chicago O'Hare International Airport,Chicago,Illinois,US,41.978600,-87.904800,672,America/Chicago
ORF,KORF,Norfolk International Airport,Norfolk,Virginia,US,36.894600,-76.201202,26,America/New_York
ORH,KORH,Worcester Regional Airport,Worcester,Massachusetts,US,42.267300,-71.875702,1009,America/New_York
ORK,EICK,Cork Airport,Cork,Munster,IE,51.841301,-8.491110,502,Europe/Dublin
ORN,DAOO,Es Senia Airport,Oran,Oran,DZ,35.623901,-0.621183,295,Africa/Algiers
ORT,PAOR,Northway Airport,Northway,Alaska,US,62.961300,-141.929001,1715,America/Anchorage
ORU,SLOR,Juan Mendoza Airport,Oruro,Oruro,BO,-17.962601,-67.076202,12152,America/La_Paz
ORV,PFNO,Robert (Bob) Curtis Memorial Airport,Noorvik,Alaska,US,66.817902,-161.018997,55,America/Anchorage
ORX,SNOX,Oriximina Airport,Oriximina,Para,BR,-1.714080,-55.836201,262,America/Santarem
ORY,LFPO,Paris-Orly Airport,Paris,Ile-de-France,FR,48.725300,2.359440,291,Europe/Paris
OSD,ESNZ,Ostersund Airport,Ostersund,Jaemtland,SE,63.194401,14.500300,1233,Europe/Stockholm
OSI,LDOS,Osijek Airport,Osijek,Osjecko-Baranjska,HR,45.462700,18.810200,290,Europe/Zagreb
OSL,ENGM,Oslo Gardermoen Airport,Oslo,Akershus,NO,60.193901,11.100400,681,Europe/Oslo
OSR,LKMT,Ostrava Leos Janacek Airport,Ostrava,Moravskoslezsky,CZ,49.696301,18.111099,844,Europe/Prague
OSS,UAFO,Osh Airport,Osh,Osh,KG,40.608997,72.793214,2938,Asia/Bishkek
OST,EBOS,Ostend-Bruges International Airport,Ostend,Flanders,BE,51.198898,2.862220,13,Europe/Brussels
OSY,ENNM,Namsos Hoknesora Airport,Namsos,Nord-Trondelag,NO,64.472198,11.578600,7,Europe/Oslo
OTH,KOTH,Southwest Oregon Regional Airport,North Bend,Oregon,US,43.417099,-124.246002,17,America/Los_Angeles
OTI,WAMR,Pitu Airport,Gotalalamo-Morotai Island,Maluku,ID,2.045990,128.324997,49,Asia/Jayapura
OTP,LROP,Henri Coanda International Airport,Bucharest,Ilfov,RO,44.572201,26.102200,314,Europe/Bucharest
OTZ,PAOT,Ralph Wien Memorial Airport,Kotzebue,Alaska,US,66.884697,-162.598999,14,America/Nome
OUA,DFFD,Ouagadougou Airport,Ouagadougou,,BF,12.353200,-1.512420,1037,Africa/Ouagadougou
OUD,GMFO,Angads Airport,Oujda,Oriental,MA,34.787201,-1.923990,1535,Africa/Casablanca
OUI,VLHS,Ban Huoeisay Airport,,Bokeo,LA,20.257299,100.436996,1380,Asia/Bangkok
OUL,EFOU,Oulu Airport,Oulu / Oulunsalo,Northern-Ostrobothnia,FI,64.930099,25.354601,47,Europe/Helsinki
OUZ,GQPZ,Tazadit Airport,Zouerate,Tiris-Zemmour,MR,22.756399,-12.483600,1129,Africa/Nouakchott
OVB,UNNT,Tolmachevo Airport,Novosibirsk,Novosibirsk,RU,55.012600,82.650703,365,Asia/Novosibirsk
OVD,LEAS,Asturias Airport,Ranon,Asturias,ES,43.563599,-6.034620,416,Europe/Madrid
OVS,USHS,Sovetskiy Airport,Sovetskiy,Khanty-Mansia,RU,61.326622,63.601913,351,Asia/Yekaterinburg
OWB,KOWB,Owensboro Daviess County Airport,Owensboro,Kentucky,US,37.740101,-87.166801,407,America/Chicago
OXB,GGOV,Osvaldo Vieira International Airport,Bissau,,GW,11.894800,-15.653700,129,Africa/Bissau
OZC,RPMO,Labo Airport,Ozamiz City,Northern-Mindanao,PH,8.178510,123.842003,75,Asia/Manila
OZG,GMAZ,Zagora Airport,Zagora,Draa-Tafilalet,MA,30.320299,-5.866670,2631,Africa/Casablanca
OZZ,GMMZ,Ouarzazate Airport,Ouarzazate,Draa-Tafilalet,MA,30.939100,-6.909430,3782,Africa/Casablanca
PAB,VABI,Bilaspur Airport,,Chhattisgarh,IN,21.988400,82.111000,899,Asia/Kolkata
PAC,MPMG,Marcos A. Gelabert International Airport,Albrook,Panama,PA,8.973340,-79.555603,31,America/Panama
PAD,EDLP,Paderborn Lippstadt Airport,Paderborn,North-Rhine-Westphalia,DE,51.614101,8.616320,699,Europe/Berlin
PAE,KPAE,Snohomish County (Paine Field) Airport,Everett,Washington,US,47.906300,-122.281998,606,America/Los_Angeles
PAF,HUPA,Pakuba Airport,,Western-Region,UG,2.202222,31.554444,0,Africa/Kampala
PAG,RPMP,Pagadian Airport,Pagadian City,Zamboanga-Peninsula,PH,7.830731,123.461180,5,Asia/Manila
PAH,KPAH,Barkley Regional Airport,Paducah,Kentucky,US,37.060799,-88.773804,410,America/Chicago
PAP,MTPP,Toussaint Louverture International Airport,Port-au-Prince,Ouest,HT,18.580000,-72.292503,122,America/Port-au-Prince
PAS,LGPA,Paros Airport,Paros Island,South-Aegean,GR,37.010300,25.128099,131,Europe/Athens
PAT,VEPT,Lok Nayak Jayaprakash Airport,Patna,Bihar,IN,25.591299,85.087997,170,Asia/Kolkata
PAV,SBUF,Paulo Afonso Airport,Paulo Afonso,Bahia,BR,-9.400880,-38.250599,883,America/Bahia
PBC,MMPB,Hermanos Serdan International Airport,Puebla,Puebla,MX,19.158100,-98.371399,7361,America/Mexico_City
PBG,KPBG,Plattsburgh International Airport,Plattsburgh,New-York,US,44.650902,-73.468102,234,America/New_York
PBH,VQPR,Paro Airport,Paro,Paro,BT,27.403200,89.424599,7332,Asia/Thimphu
PBI,KPBI,Palm Beach International Airport,West Palm Beach,Florida,US,26.683201,-80.095596,19,America/New_York
PBJ,NVSI,Tavie Airport,Paama Island,Malampa,VU,-16.438999,168.257004,0,Pacific/Efate
PBM,SMJP,Johan Adolf Pengel International Airport,Zandery,Para,SR,5.452830,-55.187801,59,America/Paramaribo
PBO,YPBO,Paraburdoo Airport,Paraburdoo,Western-Australia,AU,-23.171101,117.745003,1406,Australia/Perth
PBR,MGPB,Puerto Barrios Airport,Puerto Barrios,Izabal,GT,15.730900,-88.583801,33,America/Guatemala
PBU,VYPT,Putao Airport,Putao,Kachin,MM,27.329901,97.426300,1500,Asia/Yangon
PBZ,FAPG,Plettenberg Bay Airport,Plettenberg Bay,Western-Cape,ZA,-34.090302,23.327801,465,Africa/Johannesburg
PCL,SPCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Ucayali,PE,-8.377940,-74.574303,513,America/Lima
PCN,NZPN,Picton Aerodrome,Picton,Marlborough,NZ,-41.346100,173.955994,161,Pacific/Auckland
PCP,FPPR,Principe Airport,,Principe,ST,1.662940,7.411740,591,Africa/Sao_Tome
PCR,SKPC,German Olano Airport,Puerto Carreno,Vichada,CO,6.184720,-67.493200,177,America/Bogota
PDA,SKPD,Obando Airport,Puerto Inirida,Guainia,CO,3.853530,-67.906200,460,America/Bogota
PDG,WIPT,Minangkabau Airport,Ketaping/Padang-Sumatra Island,West-Sumatra,ID,-0.786917,100.280998,18,Asia/Jakarta
PDG,WIEE,Minangkabau Airport,Ketaping/Padang-Sumatra Island,Ketaping,ID,-0.786917,100.280998,18,Asia/Jakarta
PDL,LPPD,Joao Paulo II Airport,Ponta Delgada,Azores,PT,37.741199,-25.697901,259,Atlantic/Azores
PDP,SULS,Capitan Corbeta CA Curbelo International Airport,Punta del Este,Maldonado,UY,-34.855099,-55.094299,95,America/Montevideo
PDS,MMPG,Piedras Negras International Airport,,Coahuila,MX,28.627399,-100.535004,901,America/Matamoros
PDT,KPDT,Eastern Oregon Regional At Pendleton Airport,Pendleton,Oregon,US,45.695099,-118.841003,1497,America/Los_Angeles
PDV,LBPD,Plovdiv International Airport,Plovdiv,Plovdiv,BG,42.067799,24.850800,597,Europe/Sofia
PDX,KPDX,Portland International Airport,Portland,Oregon,US,45.588699,-122.598000,31,America/Los_Angeles
PED,LKPD,Pardubice Airport,Pardubice,Pardubicky,CZ,50.013401,15.738600,741,Europe/Prague
PEE,USPP,Bolshoye Savino Airport,Perm,Perm,RU,57.914501,56.021198,404,Asia/Yekaterinburg
PEG,LIRZ,Perugia / San Egidio Airport,Perugia,Umbria,IT,43.095901,12.513200,697,Europe/Rome
PEI,SKPE,Matecana International Airport,Pereira,Risaralda,CO,4.812670,-75.739500,4416,America/Bogota
PEK,ZBAA,Beijing Capital International Airport,Beijing,Beijing,CN,40.080101,116.584999,116,Asia/Shanghai
PEM,SPTU,Padre Aldamiz International Airport,Puerto Maldonado,Madre-de-Dios,PE,-12.613600,-69.228600,659,America/Lima
PEN,WMKP,Penang International Airport,Penang,,MY,5.297140,100.277000,11,Asia/Kuala_Lumpur
PER,YPPH,Perth International Airport,Perth,Western-Australia,AU,-31.940300,115.967003,67,Australia/Perth
PES,ULPB,Petrozavodsk Airport,Petrozavodsk,Karelia,RU,61.885201,34.154701,151,Europe/Moscow
PET,SBPK,Pelotas Airport,Pelotas,Rio-Grande-do-Sul,BR,-31.718399,-52.327702,59,America/Sao_Paulo
PEU,MHPL,Puerto Lempira Airport,Puerto Lempira,Gracias-a-Dios,HN,15.262200,-83.781197,25,America/Tegucigalpa
PEW,OPPS,Peshawar International Airport,Peshawar,Khyber-Pakhtunkhwa,PK,33.993900,71.514603,1158,Asia/Karachi
PEZ,UWPP,Penza Airport,Penza,Penza,RU,53.110600,45.021099,614,Europe/Moscow
PFB,SBPF,Lauro Kurtz Airport,Passo Fundo,Rio-Grande-do-Sul,BR,-28.243999,-52.326599,2376,America/Sao_Paulo
PFO,LCPH,Paphos International Airport,Paphos,Pafos,CY,34.717999,32.485699,41,Asia/Nicosia
PGA,KPGA,Page Municipal Airport,Page,Arizona,US,36.926102,-111.447998,4316,America/Phoenix
PGD,KPGD,Charlotte County Airport,Punta Gorda,Florida,US,26.920200,-81.990501,26,America/New_York
PGF,LFMP,Perpignan-Rivesaltes (Llabanere) Airport,Perpignan/Rivesaltes,Occitanie,FR,42.740398,2.870670,144,Europe/Paris
PGH,VIPT,Pantnagar Airport,Pantnagar,Uttar-Pradesh,IN,29.033400,79.473701,769,Asia/Kolkata
PGK,WIPK,Pangkal Pinang (Depati Amir) Airport,Pangkal Pinang-Palaubangka Island,South-Sumatra,ID,-2.162200,106.139000,109,Asia/Jakarta
PGV,KPGV,Pitt Greenville Airport,Greenville,North-Carolina,US,35.635201,-77.385300,26,America/New_York
PGZ,SSZW,Ponta Grossa Airport,Ponta Grossa,Parana,BR,-25.184700,-50.144100,2588,America/Sao_Paulo
PHB,SBPB,Prefeito Doutor Joao Silva Filho Airport,Parnaiba,Piaui,BR,-2.893750,-41.731998,16,America/Fortaleza
PHC,DNPO,Port Harcourt International Airport,Port Harcourt,Rivers,NG,5.015490,6.949590,87,Africa/Lagos
PHE,YPPD,Port Hedland International Airport,Port Hedland,Western-Australia,AU,-20.377800,118.625999,33,Australia/Perth
PHF,KPHF,Newport News Williamsburg International Airport,Newport News,Virginia,US,37.131901,-76.492996,42,America/New_York
PHL,KPHL,Philadelphia International Airport,Philadelphia,Pennsylvania,US,39.871899,-75.241096,36,America/New_York
PHO,PAPO,Point Hope Airport,Point Hope,Alaska,US,68.348801,-166.798996,12,America/Nome
PHS,VTPP,Phitsanulok Airport,,Phitsanulok,TH,16.782900,100.278999,154,Asia/Bangkok
PHX,KPHX,Phoenix Sky Harbor International Airport,Phoenix,Arizona,US,33.434299,-112.012001,1135,America/Phoenix
PIA,KPIA,Greater Peoria Regional Airport,Peoria,Illinois,US,40.664200,-89.693298,660,America/Chicago
PIB,KPIB,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,Mississippi,US,31.467100,-89.337097,298,America/Chicago
PIE,KPIE,St Petersburg Clearwater International Airport,St Petersburg-Clearwater,Florida,US,27.910200,-82.687401,11,America/New_York
PIH,KPIH,Pocatello Regional Airport,Pocatello,Idaho,US,42.909801,-112.596001,4452,America/Boise
PIK,EGPK,Glasgow Prestwick Airport,Glasgow,Scotland,GB,55.509399,-4.586670,65,Europe/London
PIN,SWPI,Parintins Airport,Parintins,Amazonas,BR,-2.673020,-56.777199,87,America/Manaus
PIP,PAPN,Pilot Point Airport,Pilot Point,Alaska,US,57.580399,-157.572006,57,America/Anchorage
PIR,KPIR,Pierre Regional Airport,Pierre,South-Dakota,US,44.382702,-100.286003,1744,America/Chicago
PIS,LFBI,Poitiers-Biard Airport,Poitiers/Biard,Nouvelle-Aquitaine,FR,46.587700,0.306666,423,Europe/Paris
PIT,KPIT,Pittsburgh International Airport,Pittsburgh,Pennsylvania,US,40.491501,-80.232903,1203,America/New_York
PIU,SPUR,Capitan FAP Guillermo Concha Iberico International Airport,Piura,Piura,PE,-5.205750,-80.616402,120,America/Lima
PIX,LPPI,Pico Airport,Pico Island,Azores,PT,38.554298,-28.441299,109,Atlantic/Azores
PIZ,PPIZ,Point Lay Lrrs Airport,Point Lay,Alaska,US,69.732903,-163.005005,22,America/Nome
PJA,ESUP,Pajala Airport,,Norrbotten,SE,67.245598,23.068899,542,Europe/Stockholm
PJM,MRPJ,Puerto Jimenez Airport,Puerto Jimenez,Puntarenas,CR,8.533330,-83.300003,7,America/Costa_Rica
PKA,PAPK,Napaskiak Airport,Napaskiak,Alaska,US,60.702900,-161.778000,24,America/Anchorage
PKB,KPKB,Mid Ohio Valley Regional Airport,Parkersburg,West-Virginia,US,39.345100,-81.439201,858,America/New_York
PKC,UHPP,Yelizovo Airport,Petropavlovsk-Kamchatsky,Kamtsjatka,RU,53.167900,158.453995,131,Asia/Kamchatka
PKE,YPKS,Parkes Airport,Parkes,New-South-Wales,AU,-33.131401,148.238998,1069,Australia/Sydney
PKN,WAOI,Iskandar Airport,Pangkalanbun-Borneo Island,Central-Kalimantan,ID,-2.705200,111.672997,75,Asia/Pontianak
PKP,NTGP,Puka Puka Airport,,,PF,-14.809500,-138.813004,5,Pacific/Tahiti
PKR,VNPK,Pokhara Airport,Pokhara,Western-Region,NP,28.200899,83.982101,2712,Asia/Kathmandu
PKU,WIBB,Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Pekanbaru-Sumatra Island,Riau,ID,0.460786,101.445000,102,Asia/Jakarta
PKV,ULOO,Pskov Airport,Pskov,Pskov,RU,57.783901,28.395599,154,Europe/Moscow
PKX,ZBAD,Beijing Daxing International Airport,Beijing,Beijing,CN,39.509167,116.410556,98,Asia/Shanghai
PKY,WAOP,Tjilik Riwut Airport,Palangkaraya-Kalimantan Tengah,Central-Kalimantan,ID,-2.225130,113.943001,82,Asia/Pontianak
PKZ,VLPS,Pakse International Airport,Pakse,Champasak,LA,15.132100,105.780998,351,Asia/Vientiane
PLM,WIPP,Sultan Mahmud Badaruddin Ii Airport,Palembang-Sumatra Island,South-Sumatra,ID,-2.898250,104.699997,49,Asia/Jakarta
PLN,KPLN,Pellston Regional Airport of Emmet County Airport,Pellston,Michigan,US,45.570900,-84.796700,721,America/Detroit
PLO,YPLC,Port Lincoln Airport,Port Lincoln,South-Australia,AU,-34.605301,135.880005,36,Australia/Adelaide
PLQ,EYPA,Palanga International Airport,Palanga,,LT,55.973202,21.093901,33,Europe/Vilnius
PLS,MBPV,Providenciales Airport,Providenciales Island,,TC,21.773600,-72.265900,15,America/Grand_Turk
PLW,WAML,Mutiara Airport,Palu-Celebes Island,Central-Sulawesi,ID,-0.918542,119.910004,284,Asia/Makassar
PLX,UASS,Semey Airport,Semey,East-Kazakhstan,KZ,50.351389,80.234444,761,Asia/Almaty
PLZ,FAPE,Port Elizabeth Airport,Port Elizabeth,Eastern-Cape,ZA,-33.984901,25.617300,226,Africa/Johannesburg
PMA,HTPE,Pemba Airport,Chake,Pemba-South,TZ,-5.257260,39.811401,80,Africa/Dar_es_Salaam
PMC,SCTE,El Tepual Airport,Puerto Montt,Los-Lagos,CL,-41.438900,-73.094002,294,America/Santiago
PMF,LIMP,Parma Airport,Parma,Emilia-Romagna,IT,44.824501,10.296400,161,Europe/Rome
PMG,SBPP,Ponta Pora Airport,Ponta Pora,Mato-Grosso-do-Sul,BR,-22.549601,-55.702599,2156,America/Asuncion
PMI,LEPA,Palma De Mallorca Airport,Palma De Mallorca,Balearic-Islands,ES,39.551701,2.738810,27,Europe/Madrid
PML,PAAL,Port Moller Airport,Cold Bay,Alaska,US,56.006001,-160.561005,20,America/Anchorage
PMO,LICJ,Palermo / Punta Raisi Airport,Palermo,Sicily,IT,38.175999,13.091000,65,Europe/Rome
PMR,NZPM,Palmerston North Airport,,Wellington,NZ,-40.320599,175.617004,151,Pacific/Auckland
PMV,SVMG,Del Caribe Santiago Marino International Airport,Isla Margarita,Nueva-Esparta,VE,10.912603,-63.966599,74,America/Caracas
PMW,SBPJ,Brigadeiro Lysias Rodrigues Airport,Palmas,Tocantins,BR,-10.291500,-48.356998,774,America/Araguaina
PMY,SAVY,El Tehuelche Airport,Puerto Madryn,Chubut,AR,-42.759200,-65.102700,427,America/Argentina/Catamarca
PNA,LEPP,Pamplona Airport,Pamplona,Navarre,ES,42.770000,-1.646330,1504,Europe/Madrid
PNH,VDPP,Phnom Penh International Airport,Phnom Penh,,KH,11.546600,104.844002,40,Asia/Phnom_Penh
PNI,PTPN,Pohnpei International Airport,Pohnpei Island,Pohnpei,FM,6.985100,158.209000,10,Pacific/Pohnpei
PNK,WIOO,Supadio Airport,Pontianak-Borneo Island,West-Kalimantan,ID,-0.150711,109.403999,10,Asia/Pontianak
PNL,LICG,Pantelleria Airport,Pantelleria,Sicily,IT,36.816502,11.968900,628,Europe/Rome
PNP,AYGR,Girua Airport,Popondetta,Northern Province,PG,-8.804540,148.309006,311,Pacific/Port_Moresby
PNQ,VAPO,Pune Airport,Pune,Maharashtra,IN,18.582100,73.919701,1942,Asia/Kolkata
PNR,FCPP,Pointe Noire Airport,Pointe Noire,Kouilou,CG,-4.816030,11.886600,55,Africa/Brazzaville
PNS,KPNS,Pensacola Regional Airport,Pensacola,Florida,US,30.473400,-87.186600,121,America/Chicago
PNT,SCNT,Tte. Julio Gallardo Airport,Puerto Natales,Magallanes,CL,-51.671501,-72.528397,217,America/Punta_Arenas
PNY,VOPC,Pondicherry Airport,,Tamil-Nadu,IN,11.968700,79.810097,118,Asia/Kolkata
PNZ,SBPL,Senador Nilo Coelho Airport,Petrolina,Pernambuco,BR,-9.362410,-40.569099,1263,America/Recife
POA,SBPA,Salgado Filho Airport,Porto Alegre,Rio-Grande-do-Sul,BR,-29.994400,-51.171398,11,America/Sao_Paulo
POG,FOOG,Port Gentil Airport,Port Gentil,Ogooue-Maritime,GA,-0.711739,8.754380,13,Africa/Libreville
POJ,SNPD,Patos de Minas Airport,Patos De Minas,Minas-Gerais,BR,-18.672800,-46.491199,2793,America/Sao_Paulo
POL,FQPB,Pemba Airport,Pemba / Porto Amelia,Cabo-Delgado,MZ,-12.991762,40.524014,331,Africa/Maputo
POM,AYPY,Port Moresby Jacksons International Airport,Port Moresby,National Capital,PG,-9.443380,147.220001,146,Pacific/Port_Moresby
POP,MDPP,Gregorio Luperon International Airport,Puerto Plata,Puerto-Plata,DO,19.757900,-70.570000,15,America/Santo_Domingo
POR,EFPO,Pori Airport,Pori,Satakunta,FI,61.461700,21.799999,44,Europe/Helsinki
POS,TTPP,Piarco International Airport,Port of Spain,Tunapuna/Piarco,TT,10.595400,-61.337200,58,America/Port_of_Spain
POZ,EPPO,Poznan-Lawica Airport,Poznan,Greater-Poland,PL,52.421001,16.826300,308,Europe/Warsaw
PPB,SBDN,Presidente Prudente Airport,Presidente Prudente,Sao-Paulo,BR,-22.175100,-51.424599,1477,America/Sao_Paulo
PPG,NSTU,Pago Pago International Airport,Pago Pago,Eastern-District,AS,-14.331000,-170.710007,32,Pacific/Pago_Pago
PPK,UACP,Petropavlosk South Airport,Petropavlosk,Soltuestik-Qazaqstan,KZ,54.774700,69.183899,453,Asia/Almaty
PPN,SKPP,Guillermo Leon Valencia Airport,Popayan,Cauca,CO,2.454400,-76.609300,5687,America/Bogota
PPP,YBPN,Proserpine Whitsunday Coast Airport,Proserpine,Queensland,AU,-20.495001,148.552002,82,Australia/Brisbane
PPQ,NZPP,Paraparaumu Airport,,Wellington,NZ,-40.904701,174.988998,22,Pacific/Auckland
PPS,RPVP,Puerto Princesa Airport,Puerto Princesa City,Mimaropa,PH,9.742120,118.759003,71,Asia/Manila
PPT,NTAA,Faa'a International Airport,Papeete,Iles-du-Vent,PF,-17.553699,-149.606995,5,Pacific/Tahiti
PQC,VVPQ,Phu Quoc Airport,Duong Dong,Binh-Thuận,VN,10.227000,103.967003,23,Asia/Ho_Chi_Minh
PQI,KPQI,Northern Maine Regional Airport at Presque Isle,Presque Isle,Maine,US,46.688999,-68.044800,534,America/New_York
PQQ,YPMQ,Port Macquarie Airport,Port Macquarie,New-South-Wales,AU,-31.435801,152.863007,12,Australia/Sydney
PRA,SAAP,General Urquiza Airport,Parana,Entre-Rios,AR,-31.794800,-60.480400,242,America/Argentina/Cordoba
PRC,KPRC,Ernest A. Love Field,Prescott,Arizona,US,34.654499,-112.419998,5045,America/Phoenix
PRG,LKPR,Ruzyne International Airport,Prague,Praha,CZ,50.100800,14.260000,1247,Europe/Prague
PRI,FSPP,Praslin Airport,Praslin Island,Grand-Anse-Praslin,SC,-4.319290,55.691399,10,Indian/Mahe
PRN,BKPR,Pristina International Airport,Prishtina,Pristina,KS,42.572800,21.035801,1789,Europe/Belgrade
PRS,AGGP,Parasi Airport,Parasi,,SB,-9.641670,161.425003,0,Pacific/Guadalcanal
PSA,LIRP,Pisa / San Giusto - Galileo Galilei International Airport,Pisa,Tuscany,IT,43.683899,10.392700,6,Europe/Rome
PSC,KPSC,Tri Cities Airport,Pasco,Washington,US,46.264702,-119.119003,410,America/Los_Angeles
PSE,TJPS,Mercedita Airport,Ponce,Ponce,PR,18.008301,-66.563004,29,America/Puerto_Rico
PSG,PAPG,Petersburg James A Johnson Airport,Petersburg,Alaska,US,56.801701,-132.945007,111,America/Sitka
PSM,KPSM,Portsmouth International at Pease Airport,Portsmouth,New-Hampshire,US,43.077900,-70.823303,100,America/New_York
PSO,SKPS,Antonio Narino Airport,Pasto,Narino,CO,1.396250,-77.291500,5951,America/Bogota
PSP,KPSP,Palm Springs International Airport,Palm Springs,California,US,33.829700,-116.507004,477,America/Los_Angeles
PSR,LIBP,Pescara International Airport,Pescara,Abruzzo,IT,42.431702,14.181100,48,Europe/Rome
PSS,SARP,Libertador Gral D Jose De San Martin Airport,Posadas,Misiones,AR,-27.385800,-55.970700,430,America/Argentina/Cordoba
PSU,WIOP,Pangsuma Airport,Putussibau-Borneo Island,West-Kalimantan,ID,0.835578,112.936996,297,Asia/Pontianak
PTA,PALJ,Port Alsworth Airport,Port Alsworth,Alaska,US,60.204300,-154.319000,280,America/Anchorage
PTG,FAPP,Polokwane International Airport,Potgietersrus,Limpopo,ZA,-23.845301,29.458599,4076,Africa/Johannesburg
PTH,PAPH,Port Heiden Airport,Port Heiden,Alaska,US,56.959099,-158.632996,95,America/Anchorage
PTO,SSPB,Pato Branco Airport,Pato Branco,Parana,BR,-26.217800,-52.694302,2697,America/Sao_Paulo
PTP,TFFR,Pointe-a-Pitre Le Raizet,Pointe-a-Pitre Le Raizet,Guadeloupe,GP,16.265301,-61.531799,36,America/Guadeloupe
PTQ,SNMZ,Porto de Moz Airport,Porto De Moz,Para,BR,-1.741450,-52.236099,53,America/Belem
PTU,PAPM,Platinum Airport,Platinum,Alaska,US,59.011398,-161.820007,15,America/Anchorage
PTX,SKPI,Pitalito Airport,Pitalito,Huila,CO,1.857770,-76.085700,4212,America/Bogota
PTY,MPTO,Tocumen International Airport,Tocumen,Panama,PA,9.071360,-79.383499,135,America/Panama
PUB,KPUB,Pueblo Memorial Airport,Pueblo,Colorado,US,38.289101,-104.497002,4726,America/Denver
